TCGA-BH-A0HX-01A-21R-A056-07	TCGA-AO-A0J7-01A-11R-A034-07	TCGA-A2-A25F-01A-11R-A169-07	TCGA-AR-A0U3-01A-11R-A109-07	TCGA-A2-A259-01A-11R-A16F-07	TCGA-AN-A0AJ-01A-11R-A00Z-07	TCGA-E9-A6HE-01A-11R-A31O-07	TCGA-EW-A1P3-01A-11R-A144-07	TCGA-E2-A1LI-01A-12R-A157-07	TCGA-HN-A2OB-01A-21R-A27Q-07	TCGA-BH-A0DL-01A-11R-A115-07	TCGA-E9-A227-01A-11R-A157-07	TCGA-E2-A1IL-01A-11R-A14D-07	TCGA-C8-A1HK-01A-21R-A13Q-07	TCGA-AC-A7VC-01A-11R-A352-07	TCGA-OL-A66H-01A-11R-A29R-07	TCGA-A8-A0A2-01A-11R-A034-07	TCGA-E2-A15R-01A-11R-A115-07	TCGA-A2-A3XX-01A-21R-A239-07	TCGA-D8-A13Y-01A-11R-A115-07	TCGA-AN-A0XV-01A-11R-A109-07	TCGA-AO-A128-01A-11R-A10J-07	TCGA-A8-A09M-01A-11R-A00Z-07	TCGA-AO-A03T-01A-21R-A034-07	TCGA-BH-A0DZ-01A-11R-A00Z-07	TCGA-E2-A56Z-01A-12R-A29R-07	TCGA-BH-A0HO-01A-11R-A034-07	TCGA-A2-A25B-01A-11R-A169-07	TCGA-A2-A1FW-01A-11R-A13Q-07	TCGA-AO-A1KP-01A-11R-A13Q-07	TCGA-BH-A0B3-01A-11R-A056-07	TCGA-BH-A1F6-01A-11R-A13Q-07	TCGA-EW-A1P6-01A-11R-A144-07	TCGA-A8-A08B-01A-11R-A00Z-07	TCGA-B6-A409-01A-11R-A24H-07	TCGA-BH-A0BS-01A-11R-A12P-07	TCGA-A7-A2KD-01A-31R-A21T-07	TCGA-C8-A278-01A-11R-A169-07	TCGA-AQ-A54N-01A-11R-A266-07	TCGA-AC-A2FO-01A-11R-A180-07	TCGA-A2-A4S3-01A-21R-A266-07	TCGA-AO-A1KQ-01A-11R-A13Q-07	TCGA-AO-A12B-01A-11R-A10J-07	TCGA-A8-A07O-01A-11R-A00Z-07	TCGA-E2-A1LH-01A-11R-A14D-07	TCGA-A8-A09T-01A-11R-A00Z-07	TCGA-A8-A0A7-01A-11R-A00Z-07	TCGA-A8-A07I-01A-11R-A00Z-07	TCGA-EW-A3E8-01B-11R-A24H-07	TCGA-AC-A3W7-01A-11R-A22K-07	TCGA-D8-A143-01A-11R-A115-07	TCGA-BH-A18F-01A-11R-A12D-07	TCGA-BH-A0W4-01A-11R-A109-07	TCGA-D8-A1XS-01A-11R-A14M-07	TCGA-BH-A0BA-01A-11R-A056-07	TCGA-A2-A3XS-01A-11R-A22U-07	TCGA-A8-A07S-01A-11R-A034-07	TCGA-LL-A73Z-01A-11R-A32P-07	TCGA-BH-A0HB-01A-11R-A056-07	TCGA-D8-A1XG-01A-11R-A14D-07	TCGA-AN-A0XN-01A-21R-A109-07	TCGA-D8-A1JD-01A-11R-A13Q-07	TCGA-A8-A08L-01A-11R-A00Z-07	TCGA-GM-A2DN-01A-11R-A180-07	TCGA-BH-A18V-01A-11R-A12D-07	TCGA-D8-A146-01A-31R-A115-07	TCGA-A7-A3RF-01A-11R-A22K-07	TCGA-A8-A06N-01A-11R-A00Z-07	TCGA-D8-A141-01A-11R-A115-07	TCGA-AN-A041-01A-11R-A034-07	TCGA-A7-A26J-01A-11R-A277-07	TCGA-E2-A106-01A-11R-A10J-07	TCGA-C8-A135-01A-11R-A115-07	TCGA-BH-A0GY-01A-11R-A056-07	TCGA-D8-A4Z1-01A-21R-A266-07	TCGA-E9-A1NA-01A-11R-A144-07	TCGA-A2-A0CP-01A-11R-A034-07	TCGA-BH-A0BZ-01A-31R-A12P-07	TCGA-Z7-A8R5-01A-42R-A41B-07	TCGA-AC-A3TN-01A-11R-A22K-07	TCGA-AO-A0JF-01A-11R-A056-07	TCGA-AC-A2QH-01B-04R-A22O-07	TCGA-C8-A12V-01A-11R-A115-07	TCGA-AR-A24S-01A-11R-A169-07	TCGA-A8-A08Z-01A-21R-A00Z-07	TCGA-B6-A1KI-01A-11R-A14M-07	TCGA-LL-A9Q3-01A-11R-A41B-07	TCGA-A8-A08F-01A-11R-A00Z-07	TCGA-D8-A1Y1-01A-21R-A14M-07	TCGA-GM-A2DL-01A-11R-A18M-07	TCGA-AO-A03U-01B-21R-A10J-07	TCGA-BH-A0BW-01A-11R-A115-07	TCGA-D8-A73U-01A-11R-A33J-07	TCGA-AN-A0XR-01A-11R-A109-07	TCGA-AN-A0FY-01A-11R-A034-07	TCGA-AN-A0AK-01A-21R-A00Z-07	TCGA-BH-A1FC-01A-11R-A13Q-07	TCGA-A8-A08R-01A-11R-A034-07	TCGA-D8-A3Z6-01A-11R-A239-07	TCGA-A1-A0SP-01A-11R-A084-07 
ENSG00000122641.10	679430	272714	697591	107801	511450	554324	265286	137028	146933	365373	1126620	349547	384827	131821	166044	115766	855001	688015	279279	336197	502498	246973	266638	72377	634821	126650	322607	1104488	410015	367186	643751	267545	246740	70109	151877	254427	937657	1076693	13111	310871	188866	281410	90234	383786	123394	125385	677068	837241	414549	414095	118883	514985	594495	877863	337338	174078	1181875	212990	187161	423721	1826961	1167077	195207	395657	863877	1282677	161091	54706	1111714	1596286	732319	198604	416949	453788	126893	914246	251164	1431465	76075	124234	692890	429120	224293	1015740	1577793	424010	98860	422250	1121180	1088459	730913	451263	375470	267689	817929	169187	270360	511109	424534	412522
ENSG00000023445.13	79746	53582	2013787	277307	538471	229535	46374	51866	391522	84134	565262	372086	63568	51430	37262	263789	114575	30878	116832	9358	203634	1526913	229038	86030	28132	40303	764593	177744	125158	45522	138295	110850	39784	58081	68918	111291	270839	360908	3204	398013	103275	96952	79849	439699	131322	34607	384976	145396	476631	131054	90814	290333	102165	99921	209210	154138	100041	156797	82709	165069	99340	152022	197710	588565	2197617	229264	285096	44315	546210	162431	108201	74310	58086	137362	74642	100721	56916	189974	83174	61235	222950	5646	979206	394066	110868	45886	40450	77621	177713	82042	320321	1712233	1311616	147949	58811	102706	250851	343217	79556	697175
ENSG00000143013.12	123422	359717	669841	128764	220932	561618	315837	87103	476783	352413	1117484	211379	83071	705579	198781	207986	141969	59863	104414	1084243	342343	1156438	168114	95238	116688	88221	123440	153644	306670	287468	1258060	144615	196125	190257	440665	321743	149082	259975	348781	332343	181592	111539	334712	182445	378174	60428	223344	217333	367773	224574	1896307	1182980	400526	136786	148558	284595	50849	285197	150755	63804	139999	219308	303692	933486	422968	158434	198063	29181	585159	218889	116553	194026	458754	262405	216759	166942	231438	192453	167989	68156	287701	152152	2520025	380532	729572	235261	273390	62311	601063	631053	300837	560879	142060	309342	154812	295374	1381086	482668	245614	990014
ENSG00000124226.10	587660	431905	800263	423421	489534	645747	386129	274481	1036145	319859	734665	572494	317230	620018	191041	329941	533228	648392	848135	1087834	454917	1668900	933659	744151	267433	421429	554862	650229	827953	526425	561287	473045	265796	232068	1910221	529405	1176507	1310163	492062	479314	423349	544415	450473	1266309	515991	190638	1377544	338253	476505	615178	830126	416575	425543	745915	606697	573123	370372	562638	559609	386703	479392	716622	716922	597814	782735	520362	393097	902860	526182	402212	393029	534782	1141957	1057411	291366	350015	249608	1115983	330101	438049	466094	266170	569091	618107	406809	802448	232004	534744	631567	431655	691091	1113557	340370	529536	3012412	358498	465723	739062	414452	686707
ENSG00000086475.14	260578	286270	439869	270988	344597	2851448	304908	225794	1443441	264520	309022	353917	211194	291658	167312	260329	520266	315203	534381	508179	332540	406828	281589	298134	191880	335397	324878	381978	523129	533011	728781	535639	214936	206294	985035	315904	2402967	431883	464190	354150	157429	278055	272653	516878	346896	155686	235368	171427	430969	396322	666057	390811	434379	399156	244576	1217542	271883	335656	431940	296405	235064	638795	1190297	320493	679348	304434	290503	283678	322510	300614	255880	255935	397880	336930	230264	689434	202377	294522	215220	333434	298547	135565	230739	654493	335734	309482	310438	305941	483753	254612	261752	481863	148147	206430	637610	384542	1065181	934235	334132	480052
ENSG00000078140.13	795905	421201	822703	349934	932591	1171748	534463	401619	858771	408738	784179	752329	436004	401351	202525	496564	1213612	1621613	510194	543185	759834	663094	930271	515146	393492	702505	840613	888887	3047172	1026174	474915	480493	482815	209631	512259	1035733	1119377	684339	294313	664797	554271	502479	513156	735841	252523	385381	748851	787824	580926	530162	475754	550768	777351	1182726	475575	411864	835601	368654	667494	410554	492589	1841483	599691	581426	528731	598159	537294	1481281	545564	724863	472914	730834	377277	639971	332432	398898	296271	736863	240276	494981	715464	236351	359073	1099882	734050	639451	391505	636290	916366	317022	629506	886705	229395	552643	1500366	1246886	934377	655337	508943	916579
ENSG00000018408.14	390166	136946	925156	203053	799129	386852	271881	272748	1160460	767506	442601	436023	299525	132736	351325	162596	593738	221872	313135	100217	685142	1055635	109481	158296	154297	123194	363267	287056	289528	447535	1067341	321297	251844	165751	359737	304842	442679	590375	433664	545231	130070	120511	87237	1265021	182308	187172	544666	249582	365474	492432	829208	595099	733027	717845	518898	546707	270561	488862	203638	150377	541594	1187534	280507	386261	2672334	567331	96870	165242	573650	497125	244503	155632	428846	418936	408354	319033	314720	324678	286116	163444	740844	787760	454486	725369	618730	630820	127078	116506	449090	326380	994073	880900	249318	170278	654805	110263	1346703	1935947	392332	708562
ENSG00000116406.18	525023	532608	694128	1023517	750840	436935	272792	218556	619141	323273	618473	1684222	554925	470714	116696	259756	1761881	1119404	322197	725653	675451	926283	511051	191910	140658	499013	1464586	1352268	439285	826489	267812	346786	316282	309987	420212	1198599	548264	487601	106813	436722	216086	214148	807098	776594	107313	182904	421857	343152	380984	896351	418974	559437	553185	1294877	1711177	323383	1413955	233550	155304	1657372	447631	1350986	704549	673388	416703	817819	318584	955909	798628	542699	1225401	562629	325108	287114	285991	798741	111952	445399	126681	364610	772042	325330	354857	1116094	865850	1064172	273350	392958	729618	256473	658805	836752	677264	714258	576370	427202	601222	757877	857493	294037
ENSG00000187231.13	287139	706175	364760	159406	1144077	1795713	157528	155320	1322764	278673	318218	996919	348674	236421	72195	135422	932073	1422568	606544	226720	877576	430172	256199	151425	119806	297924	540343	421077	762465	742619	535789	294627	255216	90509	346950	573213	781528	559248	158658	401623	243406	232982	348899	1434793	169883	132390	180135	366049	469281	485578	292762	431658	429023	1462082	371698	299903	720688	213725	257542	561306	1181415	971640	927934	181691	635598	369734	765556	2184152	316835	785816	480179	453579	270080	215770	223674	443317	132196	181273	134264	456874	561790	327296	328852	1068765	443174	749466	104546	290615	500642	195207	599050	692870	207037	227459	1245948	289782	377545	768505	380438	347918
ENSG00000142599.17	825622	950398	811009	461313	1278379	497797	379612	467871	684353	897341	799721	1458898	1431137	978961	402577	581715	1266433	1487419	795838	777889	1101144	858355	604904	531224	240235	510745	1030443	825225	1643344	782607	449341	358459	569474	231376	665175	1535117	958004	795075	360691	908832	366131	439768	855455	794979	279211	293105	667574	798116	1075455	1521563	971458	721754	1287799	867873	920503	416548	1347020	603906	692107	634108	480475	886564	2041429	1159866	790221	907322	1235305	2355332	828956	1139090	274277	808095	804676	315445	953892	791510	521920	765025	352974	804562	867914	952238	644180	716217	835945	979118	411381	833257	743731	585129	1586702	833461	495194	1024584	1779956	512187	584948	617249	1036877	850991
ENSG00000162512.15	264417	442415	1362514	216634	780212	384635	998359	390305	516544	1013170	499591	869381	942175	179075	106545	798464	1109433	573166	808734	612524	403549	2613545	758977	1682759	203432	285026	522859	182832	271817	92821	609169	265367	247967	272283	625546	1099725	388897	310401	634528	673824	186471	186911	118526	408769	381153	278869	1014302	630268	1024031	1053852	1231367	873623	955408	418399	467180	744888	1072182	872972	478601	450474	277428	1155511	1381624	552643	706115	818540	695563	404832	629801	345214	104636	778097	557998	250228	573172	943907	424742	815102	679394	472493	450387	303740	1138021	771531	823974	1165190	444602	777251	474347	507305	443327	949728	892871	525235	1015536	400444	507338	1416642	908297	836602
ENSG00000001617.11	622801	900906	186955	1177103	673184	718854	968904	602073	141814	685084	511665	645656	506029	215583	174186	410597	1494947	2469513	223168	749537	463331	427018	458509	283860	127776	828547	445650	477273	730819	526355	466339	126358	393983	229685	163200	991394	691472	399350	114098	627523	205092	519337	694519	247914	83612	271595	120498	458728	918228	1304583	575731	855637	1134592	598330	830333	293702	634820	460061	882056	613527	295536	666975	812110	590272	177722	617250	1115055	1686219	387849	679950	330502	1528414	233521	343318	470313	488022	354383	444370	313405	868486	439524	136090	240353	430328	952450	678557	363619	953071	705142	406288	626943	145677	315375	1316460	1113297	468280	237088	174654	1133308	480652
ENSG00000113575.9	1546105	1180585	1269147	706739	1336148	2057595	1006301	988959	1186523	583114	1251278	1348702	740653	1166922	435770	739042	1944739	1812543	592561	1116504	1140957	986126	836008	1023252	633150	1143910	1236879	1082710	1107246	1937455	573064	609528	713650	420518	1044971	1621007	1324740	1086741	338271	893429	434231	886288	1122772	626923	381162	667861	1044547	767196	1081156	833573	1019869	949533	1213353	1382957	1338595	440216	1016708	713674	1328331	775717	530470	1622079	1357578	991300	680129	1095032	723947	1932504	855729	898845	1171015	1464097	772747	1151306	529259	1109662	611767	1328070	534469	849768	1052762	215889	624899	879057	955618	1617142	610443	292759	1521695	959983	962196	573146	590972	870338	1325694	410703	941299	617882	895472	691322
ENSG00000034677.12	681473	558472	895180	416421	770305	692554	224207	629510	665549	372571	1187767	340141	344011	569048	92080	187239	1067544	1178133	882759	326163	2359319	1755388	391148	263506	149739	211614	356147	729669	944950	902438	546510	231423	562381	718172	313433	1052320	871496	615440	208504	418361	338559	285576	315970	1118933	157088	252499	780950	494557	792530	522855	429934	397504	665586	1709022	581865	507192	399080	354741	251262	344939	475667	1279973	1022354	885594	1390702	574786	218058	926785	690948	339069	605872	467354	456825	766189	254271	371097	208564	567635	130673	443831	397943	244107	707502	1226425	629951	552000	127667	293896	720119	530786	302335	726454	405450	248912	657382	233092	1419899	947425	408229	1006765
ENSG00000233276.3	791551	198990	1509634	269143	813467	737197	1684268	924091	896388	794546	963105	961647	451888	162690	1107184	1255194	476268	665765	831483	837692	709685	1475929	898633	760695	400697	669094	1196563	662609	620713	544163	1112915	504395	634475	287996	2319486	911425	1054949	929694	589321	514153	622144	1013390	653069	1175695	1006766	481597	1079596	512728	1705565	1258703	1232149	602203	872375	652294	379881	1024564	752401	1258397	939807	462336	730850	1244868	1048342	828373	678694	640376	1062892	567923	989881	506263	569214	579810	808956	561924	490371	1599588	798202	1170847	1245857	1426882	794545	168845	1060799	848001	968831	766319	1426565	1053003	1372370	1204836	1638813	669673	1202408	822360	774199	818222	861484	945299	990931	2215541
ENSG00000117479.12	655805	2415871	93683	140421	412352	198382	207357	378092	309925	196968	99910	336745	454832	313439	15038	266457	873528	1048917	194252	268201	375941	57890	779823	240810	83377	131838	948841	1282479	524964	595203	92525	89385	162115	130365	221113	486085	440733	790320	75426	389696	149035	408387	225829	296798	54570	88837	117290	180467	232357	410494	105120	195635	331933	1449169	588383	128498	346257	84173	299326	381481	91404	520017	106092	279714	116090	728233	113114	1265253	225000	1303965	889236	1506906	248406	154834	108151	297092	87655	407563	72477	372548	320146	77654	67619	347088	191888	561944	60058	155344	572329	171567	67257	77805	339170	657243	333896	269969	206178	162416	1179775	98201
ENSG00000198700.9	610949	646209	784024	611131	540038	981942	630043	451960	1622889	473729	1178862	782621	681809	958076	331428	288721	1168835	1623880	1298982	1196913	450876	1028478	911059	438341	211370	348538	828371	1603964	2431225	790876	658727	483303	306735	430972	811786	894884	829317	554726	230767	701090	457289	448422	484150	1149264	321159	239823	517493	641879	527329	760159	1683675	1104777	764777	1204183	782857	547423	1036150	366880	892048	1015116	747864	1804674	1134253	775418	799004	675937	414732	1023438	781009	813239	534407	610614	592983	523931	339651	1251246	225692	828578	217046	410768	593195	687432	767660	852155	1078184	797331	307591	952373	1204909	378423	457012	725897	471473	661753	1008231	998404	893864	1426940	698288	1146210
ENSG00000124479.8	8097	1288	9077	1482	153791	4197	3252	52442	6688	4091	5151	3775	108004	1388	3901	18046	1586	1562	1984	1899	6883	24048	2868	799	105613	667	38479	300	500	803293	8163	4590	4917	0	4150	11054	765	774	3522	3776	21046	0	1768	15731	399	35818	1787	298	97214	34547	9729	5554	15326	28799	3885	1820	24704	12102	2597	3575	45222	75756	911	3845	1848	171182	3825912	5636	121372	1954	2976	500	3894	77849	45330	1294	196196	998	39038	5610	73125	2646	116457	24721	77154	3658	45155	42801	120988	1712	4673	892	4865	4172	154738	0	590	5081	2878	17539
ENSG00000103978.15	489810	330544	912569	863256	1153299	907805	365514	372447	545451	695583	1773643	1011198	1258511	666051	196318	468089	857677	1209018	386387	627916	1099133	407841	622590	419445	398296	808388	945636	1076788	1562827	1388487	924554	478818	511686	329102	1014885	1737569	1222257	1412382	137003	504644	426419	558453	1005533	2124668	240110	422505	525914	785735	839024	1277529	491553	645532	942833	1299001	807179	772749	1257955	617361	559622	952857	468538	1371035	722495	829590	857880	786692	701994	1763667	767564	1025916	1062608	1556733	564605	982150	478624	592030	344532	868025	347022	1000128	1168459	293629	572261	595494	836853	1305522	655807	915896	932512	545980	988335	915626	369536	1189757	659371	947789	580024	1374536	1152360	703220
ENSG00000124102.4	15058	597	4097	480	1100	368	2665	100	25630	773	2267648	494	250	541	2000	1115	235	1481	6293	162	618	3936	1457	4169	1112	322	212	0	1492	375	7320	34161	1195	466	175881	2287	2914	2010	171665	677	24	176	0	16080	24884	774	2390	640	160	1895	9229	575	399	100	1559	6024	185	23569	25379	992	496	100	259	2565	51861	1012	36	168	200	112	768	12	7807	18154	15510	399	1398	1076	29483	950	11323	693	7203	1112	96	610	0	700	696	36	3188186	76053	96	192	972	100	499	12566	1343	88178
ENSG00000073111.13	367306	945622	577894	305667	198240	1081624	447878	170023	959592	99840	860474	218222	141816	183718	605705	208321	208286	922454	615947	1430698	207832	1048714	392726	169546	171148	207443	189830	400004	470347	293669	516362	298893	256541	238382	327772	183580	476913	629568	228962	135663	514048	222896	125484	1329207	110482	162062	247481	409125	198158	273568	2035502	382739	256028	426390	281960	734258	279329	191054	549464	223154	176656	862154	1731882	387312	1087568	184866	186735	714071	177940	468535	226763	232710	306065	213180	99268	502879	93888	478484	70280	183549	141552	258510	445635	406291	238446	142595	117282	576755	484449	291483	159157	505707	117207	368954	1098493	605307	962891	730701	177780	1900934
ENSG00000109452.12	954947	138364	483352	174990	1485284	695396	128844	325077	32589	384724	74035	246369	1221532	313071	17908	52761	538421	167227	29232	88232	1182692	217146	200450	112470	232114	233756	344160	846402	1464028	1843807	23288	26842	298188	45743	27418	941805	968716	187278	1214	293236	398628	218761	205484	49633	32140	909693	200264	539744	811611	377240	59761	352863	1408538	1016198	276627	40162	242034	133092	365899	336211	373896	592012	52041	129120	27178	731950	80190	1164996	310761	550884	709690	110002	148342	245165	378707	1050406	148535	260348	105219	240299	355625	165220	89295	668523	450229	528804	33195	316760	994298	327507	214968	124753	120432	529192	386448	186343	58180	62107	249185	35095
ENSG00000119285.10	544990	536300	1235751	613912	893889	974024	338652	434462	885690	494679	953685	658951	669680	705532	166078	264625	1671445	592042	963261	569264	878554	1050639	868655	236352	148617	260681	842500	876405	959369	1036655	782218	531287	393585	473092	745240	1066939	818200	497168	383634	889352	366929	431691	418739	2510617	242872	264081	598198	697724	499145	834169	731583	956940	742938	1364444	1199933	450451	894419	243601	275702	1513774	812990	1353967	1407982	822137	1281456	755858	306474	1496852	1146653	845094	1009170	527678	445689	538505	337440	997209	211772	748998	240945	352499	694208	863724	538073	1099051	1170089	1042154	198983	880757	1267975	309094	609695	658947	544508	492186	927822	580473	456502	1290885	556637	658865
ENSG00000125810.9	918624	216506	1997746	262099	1599312	223572	257217	334961	408416	566879	376801	1170620	475914	288851	626310	496159	538380	448781	330958	164618	982308	290278	242883	291224	268598	253087	993695	545061	357760	150109	300540	265196	197971	49517	342464	764696	631349	666054	28546	1000166	177446	156827	221725	512258	206294	176985	353974	366115	681648	676038	439845	772330	664412	767074	1005527	551800	556867	540984	248622	295638	863259	656737	642517	484181	634539	849048	454547	335486	822832	1277128	335049	411465	706307	392581	522564	342876	440448	691723	421938	187100	2089849	129395	491357	1068040	854354	1992427	116153	393010	475396	360915	929790	365838	449008	154102	471595	106360	284252	592184	680276	337998
ENSG00000182944.17	862541	1449712	1129796	538001	1144565	2062393	966097	609228	1832490	903821	1478378	1434471	690652	745882	1124817	1207109	1592540	1899814	1562257	918838	1090373	1609296	1783056	1172281	507147	813226	1185032	847726	1434587	792640	1179197	635156	531876	621604	1524829	770462	2269840	974442	699398	1069338	817225	1044167	1145899	1356032	617174	410626	974254	956903	2193225	1296771	1006861	790544	1375977	1375502	809045	1459050	1360810	1017516	956053	1067128	543332	1307357	1466269	1298949	710697	1069927	1349787	1776133	1259737	1548131	504753	975480	1107156	978192	967831	817710	595084	1326983	777637	1873625	775330	1195893	929539	1020539	774015	1280761	829765	1102065	953476	679909	986545	1333130	1017435	933486	1654191	1197119	759258	1497468	1396189	1194232
ENSG00000184743.12	693549	314496	1425229	479304	908879	1156997	508209	471757	1113212	462267	878060	1136318	636467	330094	237107	501565	1046335	1233661	499006	623996	1203216	1226479	634077	428221	368333	555442	1184854	1019047	1400958	1216947	942362	692769	544922	241087	785388	2121284	1030073	1060504	173458	787346	354251	664468	1366764	1902149	551008	296522	1018466	791843	658694	706162	426108	966394	859418	856117	798892	445406	1261080	427443	583810	1082258	863013	1723826	823465	651480	1132569	1001702	541951	686159	887285	835992	719244	899038	883403	583078	450104	1836564	447862	1031892	289412	769665	1334384	379962	518897	1363164	1162758	1160121	592804	748377	1381019	859561	964411	1169406	424706	765525	1217072	907700	1234453	1559694	725711	1045490
ENSG00000092964.17	490013	961296	1501548	169885	492064	266305	316404	188014	1266920	614863	397661	552443	245814	179990	591274	285552	471635	297478	492569	1095477	592385	906901	189756	1050321	254319	204101	426532	366375	661605	177854	629117	516043	156216	217793	237258	674884	453374	454988	254948	755490	111929	203123	239541	349598	183184	136121	417099	402899	837124	674274	296338	408472	744747	367308	458338	528677	272464	454181	307129	360411	503641	872350	1106588	580548	443208	790797	353684	119900	630041	552475	262954	222043	385527	167274	492167	655464	388796	501196	710064	197801	690429	495446	680477	652999	488231	565948	137903	277284	757249	428778	3292365	797295	467130	297260	620476	140542	332110	826689	269004	785908
ENSG00000119396.10	961733	1021887	1339831	495658	1251391	1315198	728467	293326	825604	625232	981200	1067864	808162	986513	259128	803059	1275761	1564262	534894	1251209	1121005	1244686	788446	473979	509174	819812	1288254	1649585	1145062	1350795	574485	673470	668731	357752	471286	1602334	1568673	1085651	127984	998174	357847	396966	568848	1005835	166501	453210	823492	806679	984291	933209	485879	1398627	1349290	1313033	1273473	490089	1109862	655903	671148	1030134	655337	1989868	1100287	682085	1172974	1190160	950733	1047460	1209444	1041871	512479	786653	899242	528104	605964	701851	408214	1079159	471711	717760	1200920	115203	545144	1205284	1151743	1609066	560158	456092	1450158	731108	1199606	1231745	584231	1105290	1027330	959845	1832624	900027	1125364	736536
